org.jhotdraw.samples.svg.io.SVGInputFormat.initStorageContext(IXMLElement);org.jhotdraw.xml.css.StyleManager.StyleManager()
org.jhotdraw.draw.handle.TransformHandleKit.addTransformHandles(Figure,Collection);org.jhotdraw.draw.handle.RotateHandle.RotateHandle(Figure)
org.jhotdraw.draw.handle.RotateHandle.RotateHandle(Figure);org.jhotdraw.draw.handle.AbstractRotateHandle.AbstractRotateHandle(Figure)
org.jhotdraw.draw.handle.AbstractRotateHandle.keyPressed(KeyEvent);org.jhotdraw.draw.handle.AbstractRotateHandle.getCenter()
org.jhotdraw.draw.handle.AbstractRotateHandle.trackStart(Point,int);org.jhotdraw.draw.handle.AbstractRotateHandle.getCenter()
org.jhotdraw.draw.handle.RotateHandle.getCenter();org.jhotdraw.draw.handle.AbstractRotateHandle.getTransformedBounds()
org.jhotdraw.draw.handle.RotateHandle.getOrigin();org.jhotdraw.draw.handle.AbstractRotateHandle.getTransformedBounds()
org.jhotdraw.draw.handle.AbstractRotateHandle.getLocation();org.jhotdraw.draw.handle.AbstractRotateHandle.getOrigin()
org.jhotdraw.samples.mini.MovableChildFiguresSample.main.(Anon_1).run();org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.LabeledEllipseFigure()
org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.LabeledEllipseFigure();org.jhotdraw.draw.EllipseFigure.EllipseFigure()
org.jhotdraw.samples.draw.DrawingPanel.addDefaultCreationButtonsTo(JToolBar,DrawingEditor,Collection,Collection);org.jhotdraw.draw.EllipseFigure.EllipseFigure()
org.jhotdraw.samples.draw.DrawApplicationModel.addDefaultCreationButtonsTo(JToolBar,DrawingEditor,Collection,Collection);org.jhotdraw.draw.EllipseFigure.EllipseFigure()
org.jhotdraw.draw.GraphicalCompositeFigure.GraphicalCompositeFigure(Figure);org.jhotdraw.draw.GraphicalCompositeFigure.setPresentationFigure(Figure)
org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.LabeledEllipseFigure();org.jhotdraw.draw.GraphicalCompositeFigure.setPresentationFigure(Figure)
org.jhotdraw.draw.LabelFigure.LabelFigure();org.jhotdraw.draw.LabelFigure.LabelFigure(String)
org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.LabeledEllipseFigure();org.jhotdraw.draw.LabelFigure.LabelFigure(String)
org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.LabeledEllipseFigure();org.jhotdraw.draw.TextFigure.transform(AffineTransform)
org.jhotdraw.samples.draw.DrawLiveConnectApplet.load(java.awt.event.ActionEvent);org.jhotdraw.draw.TextFigure.transform(AffineTransform)
org.jhotdraw.samples.draw.DrawLiveConnectApplet.save(java.awt.event.ActionEvent);org.jhotdraw.draw.TextFigure.transform(AffineTransform)
org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.createHandles(int);org.jhotdraw.draw.handle.MoveHandle.addMoveHandles(Figure,Collection)
org.jhotdraw.draw.GraphicalCompositeFigure.createHandles(int);org.jhotdraw.draw.handle.MoveHandle.addMoveHandles(Figure,Collection)
org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.createHandles(int);org.jhotdraw.draw.handle.MoveHandle.addMoveHandles(Figure,Collection)
org.jhotdraw.draw.GraphicalCompositeFigure.createHandles(int);org.jhotdraw.draw.handle.MoveHandle.addMoveHandles(Figure,Collection)
org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.svg.figures.SVGTextAreaFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.svg.figures.SVGImageFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.svg.figures.SVGEllipseFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.svg.figures.SVGRectFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.odg.figures.ODGEllipseFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.draw.AbstractFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.odg.figures.ODGRectFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.mini.MovableChildFiguresSample.LabeledEllipseFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.svg.figures.SVGTextAreaFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.svg.figures.SVGImageFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.svg.figures.SVGEllipseFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.svg.figures.SVGRectFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.odg.figures.ODGEllipseFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.draw.AbstractFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.odg.figures.ODGRectFigure.createHandles(int);org.jhotdraw.draw.handle.ResizeHandleKit.addResizeHandles(Figure,Collection)
org.jhotdraw.samples.mini.MovableChildFiguresSample.main.(Anon_1).run();org.jhotdraw.draw.GraphicalCompositeFigure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.samples.pert.figures.TaskFigure.read(DOMInput);org.jhotdraw.draw.GraphicalCompositeFigure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.samples.mini.MovableChildFiguresSample.main.(Anon_1).run();org.jhotdraw.draw.tool.DelegationSelectionTool.DelegationSelectionTool()
org.jhotdraw.samples.mini.EditorSample.main.(Anon_1).run();org.jhotdraw.draw.tool.DelegationSelectionTool.DelegationSelectionTool()
org.jhotdraw.samples.mini.SmartConnectionFigureSample.main.(Anon_1).run();org.jhotdraw.draw.tool.DelegationSelectionTool.DelegationSelectionTool()
org.jhotdraw.samples.mini.FileIconsSample.main.(Anon_1).run();org.jhotdraw.draw.tool.DelegationSelectionTool.DelegationSelectionTool()
org.jhotdraw.samples.mini.LayouterSample.main.(Anon_1).run();org.jhotdraw.draw.tool.DelegationSelectionTool.DelegationSelectionTool()
org.jhotdraw.samples.mini.BorderRectangleFigure.drawFigure(Graphics2D);org.jhotdraw.draw.RectangleFigure.getBounds()
org.jhotdraw.samples.mini.LabeledLineConnectionFigureSample.main.(Anon_1).run();org.jhotdraw.draw.RectangleFigure.getBounds()
org.jhotdraw.draw.GraphicalCompositeFigure.addNotify(Drawing);org.jhotdraw.draw.Figure.addNotify(Drawing)
org.jhotdraw.draw.GraphicalCompositeFigure.setPresentationFigure(Figure);org.jhotdraw.draw.Figure.addNotify(Drawing)
org.jhotdraw.draw.AbstractCompositeFigure.add(int,Figure);org.jhotdraw.draw.Figure.addNotify(Drawing)
org.jhotdraw.draw.AbstractCompositeFigure.addAll(int,Collection);org.jhotdraw.draw.Figure.addNotify(Drawing)
org.jhotdraw.draw.AbstractCompositeFigure.addNotify(Drawing);org.jhotdraw.draw.Figure.addNotify(Drawing)
org.jhotdraw.draw.LabeledLineConnectionFigure.add(Figure);org.jhotdraw.draw.Figure.addNotify(Drawing)
org.jhotdraw.draw.LabeledLineConnectionFigure.add(int,Figure);org.jhotdraw.draw.Figure.addNotify(Drawing)
org.jhotdraw.draw.LabeledLineConnectionFigure.addNotify(Drawing);org.jhotdraw.draw.Figure.addNotify(Drawing)
org.jhotdraw.draw.GraphicalCompositeFigure.clone();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.samples.svg.action.CombineAction.combineActionPerformed(java.awt.event.ActionEvent);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.io.TextInputFormat.createTextHolderFigures(InputStream);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.io.TextInputFormat.read(Transferable,Drawing,boolean);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.samples.svg.SVGCreateFromFileTool.activate(DrawingEditor);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.samples.svg.SVGCreateFromFileTool.createFigure();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.tool.ConnectionTool.createFigure();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.samples.svg.SVGDrawingPanel.write.(Anon_5).run();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.samples.svg.SVGDrawingPanel.write.(Anon_6).run();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.AbstractCompositeFigure.clone();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.tool.ImageTool.activate(DrawingEditor);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.io.ImageInputFormat.createImageHolder(InputStream);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.io.ImageInputFormat.read(File,Drawing,boolean);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.io.ImageInputFormat.read(Transferable,Drawing,boolean);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.action.GroupAction.actionPerformed(java.awt.event.ActionEvent);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.handle.ConnectorHandle.createConnection();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.samples.svg.io.SVGInputFormat.readUseElement(IXMLElement);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.DefaultDrawingView.duplicate();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.tool.CreationTool.createFigure();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.LabeledLineConnectionFigure.clone();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.AbstractAttributedDecoratedFigure.clone();org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.io.SerializationInputOutputFormat.createTransferable(Drawing,List,double);org.jhotdraw.draw.Figure.clone()
org.jhotdraw.draw.handle.AbstractConnectionHandle.findConnector(Point2D.Double,Figure,ConnectionFigure);org.jhotdraw.draw.Figure.findConnector(Point2D.Double,ConnectionFigure)
org.jhotdraw.draw.tool.ConnectionTool.mouseDragged(java.awt.event.MouseEvent);org.jhotdraw.draw.Figure.findConnector(Point2D.Double,ConnectionFigure)
org.jhotdraw.draw.tool.ConnectionTool.mousePressed(MouseEvent);org.jhotdraw.draw.Figure.findConnector(Point2D.Double,ConnectionFigure)
org.jhotdraw.draw.handle.ConnectorHandle.findConnectableConnector(Figure,Point2D.Double);org.jhotdraw.draw.Figure.findConnector(Point2D.Double,ConnectionFigure)
org.jhotdraw.draw.tool.DelegationSelectionTool.showPopupMenu(Figure,Point,Component);org.jhotdraw.draw.Figure.getActions(Point2D.Double)
org.jhotdraw.samples.svg.action.CombineAction.splitActionPerformed(java.awt.event.ActionEvent);org.jhotdraw.draw.Figure.getAttributes()
org.jhotdraw.samples.odg.action.CombineAction.ungroupFigures(DrawingView,CompositeFigure);org.jhotdraw.draw.Figure.getAttributes()
org.jhotdraw.draw.action.PickAttributesAction.pickAttributes();org.jhotdraw.draw.Figure.getAttributes()
org.jhotdraw.samples.odg.action.SplitAction.ungroupFigures(DrawingView,CompositeFigure);org.jhotdraw.draw.Figure.getAttributes()
org.jhotdraw.samples.svg.io.SVGOutputFormat.write(OutputStream,Drawing,java.util.List);org.jhotdraw.draw.Figure.getAttributes()
org.jhotdraw.draw.io.SerializationInputOutputFormat.read(InputStream,Drawing,boolean);org.jhotdraw.draw.Figure.getAttributes()
org.jhotdraw.draw.io.SerializationInputOutputFormat.read(Transferable,Drawing,boolean);org.jhotdraw.draw.Figure.getAttributes()
org.jhotdraw.draw.handle.AbstractConnectionHandle.repaintConnectors();org.jhotdraw.draw.Figure.getConnectors(ConnectionFigure)
org.jhotdraw.draw.tool.ConnectionTool.draw(Graphics2D);org.jhotdraw.draw.Figure.getConnectors(ConnectionFigure)
org.jhotdraw.draw.tool.ConnectionTool.repaintConnectors(MouseEvent);org.jhotdraw.draw.Figure.getConnectors(ConnectionFigure)
org.jhotdraw.draw.handle.ConnectorHandle.repaintConnectors();org.jhotdraw.draw.Figure.getConnectors(ConnectionFigure)
org.jhotdraw.draw.tool.AbstractTool.updateCursor(DrawingView,Point);org.jhotdraw.draw.Figure.getCursor(Point2D.Double)
org.jhotdraw.draw.FigureLayerComparator.compare(Figure,Figure);org.jhotdraw.draw.Figure.getLayer()
org.jhotdraw.draw.layouter.VerticalLayouter.calculateLayout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.layouter.VerticalLayouter.layout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.io.TextInputFormat.createTextHolderFigures(InputStream);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.io.TextInputFormat.read(Transferable,Drawing,boolean);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.locator.BezierLabelLocator.getRelativeLabelPoint(BezierFigure,Figure);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.layouter.LocatorLayouter.calculateLayout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.layouter.LocatorLayouter.layout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.layouter.HorizontalLayouter.calculateLayout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.layouter.HorizontalLayouter.layout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.getPreferredSize()
org.jhotdraw.draw.locator.FontSizeLocator.locate(Figure);org.jhotdraw.draw.Figure.getStartPoint()
org.jhotdraw.draw.tool.DelegationSelectionTool.handleDoubleClick(MouseEvent);org.jhotdraw.draw.Figure.getTool(Point2D.Double)
org.jhotdraw.draw.tool.DelegationSelectionTool.getToolTipText(DrawingView,MouseEvent);org.jhotdraw.draw.Figure.getToolTipText(Point2D.Double)
org.jhotdraw.draw.tool.DelegationSelectionTool.handleDoubleClick(MouseEvent);org.jhotdraw.draw.Figure.handleMouseClick(Point2D.Double,MouseEvent,DrawingView)
org.jhotdraw.draw.handle.AbstractConnectionHandle.findConnectableFigure(Point2D.Double,Drawing);org.jhotdraw.draw.Figure.includes(Figure)
org.jhotdraw.draw.handle.AbstractConnectionHandle.findConnectionTarget(Point2D.Double,Drawing);org.jhotdraw.draw.Figure.includes(Figure)
org.jhotdraw.draw.handle.ConnectorHandle.findConnectableConnector(Figure,Point2D.Double);org.jhotdraw.draw.Figure.includes(Figure)
org.jhotdraw.draw.handle.ConnectorHandle.findConnectableFigure(Point2D.Double,Drawing);org.jhotdraw.draw.Figure.includes(Figure)
org.jhotdraw.draw.DefaultDrawingViewTransferHandler.exportDone(JComponent,Transferable,int);org.jhotdraw.draw.Figure.isRemovable()
org.jhotdraw.draw.DefaultDrawingView.delete();org.jhotdraw.draw.Figure.isRemovable()
org.jhotdraw.draw.GraphicalCompositeFigure.remap(HashMap,boolean);org.jhotdraw.draw.Figure.remap(Map,boolean)
org.jhotdraw.draw.DefaultDrawingView.duplicate();org.jhotdraw.draw.Figure.remap(Map,boolean)
org.jhotdraw.draw.LabeledLineConnectionFigure.remap(Map,boolean);org.jhotdraw.draw.Figure.remap(Map,boolean)
org.jhotdraw.draw.io.SerializationInputOutputFormat.createTransferable(Drawing,List,double);org.jhotdraw.draw.Figure.remap(Map,boolean)
org.jhotdraw.draw.GraphicalCompositeFigure.removeNotify(Drawing);org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.GraphicalCompositeFigure.setPresentationFigure(Figure);org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.AbstractCompositeFigure.remove(Figure);org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.AbstractCompositeFigure.removeChild(int);org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.AbstractCompositeFigure.removeNotify(Drawing);org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.LabeledLineConnectionFigure.remove(Figure);org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.LabeledLineConnectionFigure.removeAllChildren();org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.LabeledLineConnectionFigure.removeChild(int);org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.LabeledLineConnectionFigure.removeNotify(Drawing);org.jhotdraw.draw.Figure.removeNotify(Drawing)
org.jhotdraw.draw.handle.CloseHandle.trackEnd(Point,Point,int);org.jhotdraw.draw.Figure.requestRemove()
org.jhotdraw.draw.GraphicalCompositeFigure.basicSetPresentationFigureBounds(Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.handle.ResizeHandleKit.ResizeHandle.setBounds(Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.layouter.VerticalLayouter.layout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.io.TextInputFormat.createTextHolderFigures(InputStream);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.io.TextInputFormat.read(Transferable,Drawing,boolean);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.layouter.LocatorLayouter.layout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.io.ImageInputFormat.createImageHolder(InputStream);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.io.ImageInputFormat.read(File,Drawing,boolean);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.io.ImageInputFormat.read(Transferable,Drawing,boolean);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.samples.svg.io.SVGInputFormat.readImageElement(IXMLElement);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.tool.CreationTool.mouseDragged(MouseEvent);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.tool.CreationTool.mousePressed(MouseEvent);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.tool.CreationTool.mouseReleased(MouseEvent);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.AbstractAttributedDecoratedFigure.setDecorator(Figure);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.AbstractAttributedDecoratedFigure.updateDecoratorBounds();org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.draw.layouter.HorizontalLayouter.layout(CompositeFigure,Point2D.Double,Point2D.Double);org.jhotdraw.draw.Figure.setBounds(Point2D.Double,Point2D.Double)
org.jhotdraw.gui.JLifeFormattedTextField.getDefaultFormatterFactory(Object);javax.swing.text.DateFormatter.DateFormatter()
org.jhotdraw.gui.JLifeFormattedTextField.getDefaultFormatterFactory(Object);javax.swing.text.DateFormatter.DateFormatter(DateFormat)
org.jhotdraw.draw.text.FloatingTextArea.(Anon_1).attributeChanged(FigureEvent);org.jhotdraw.draw.text.FloatingTextArea.updateWidget()
org.jhotdraw.draw.text.FloatingTextArea.createOverlay(DrawingView,TextHolderFigure);org.jhotdraw.draw.text.FloatingTextArea.updateWidget()
org.jhotdraw.draw.text.FloatingTextArea.FloatingTextArea();javax.swing.JTextArea.setWrapStyleWord(boolean)
org.jhotdraw.samples.svg.gui.LinkToolBar.createDisclosedComponent(int);javax.swing.JTextArea.setWrapStyleWord(boolean)
org.jhotdraw.samples.svg.action.ViewSourceAction.actionPerformed(ActionEvent);javax.swing.JTextArea.setWrapStyleWord(boolean)
org.jhotdraw.draw.text.FloatingTextArea.FloatingTextArea();javax.swing.JTextArea.setLineWrap(boolean)
org.jhotdraw.samples.svg.gui.LinkToolBar.createDisclosedComponent(int);javax.swing.JTextArea.setLineWrap(boolean)
org.jhotdraw.samples.svg.action.ViewSourceAction.actionPerformed(ActionEvent);javax.swing.JTextArea.setLineWrap(boolean)
org.jhotdraw.samples.teddy.FindDialog.initComponents();javax.swing.JTextArea.setLineWrap(boolean)
org.jhotdraw.draw.text.FloatingTextArea.FloatingTextArea();javax.swing.JScrollPane.JScrollPane(Component,int,int)
org.jhotdraw.draw.text.FloatingTextArea.getText();javax.swing.text.JTextComponent.getText()
org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler.docChanged();javax.swing.text.JTextComponent.getText()
org.jhotdraw.draw.text.FloatingTextField.getText();javax.swing.text.JTextComponent.getText()
org.jhotdraw.gui.JLifeFormattedTextField.updateValue();javax.swing.text.JTextComponent.getText()
org.jhotdraw.samples.svg.gui.SummaryToolBar.getSummary();javax.swing.text.JTextComponent.getText()
org.jhotdraw.samples.teddy.FindDialog.replace(java.awt.event.ActionEvent);javax.swing.text.JTextComponent.getText()
org.jhotdraw.samples.teddy.FindDialog.replaceAll(java.awt.event.ActionEvent);javax.swing.text.JTextComponent.getText()
org.jhotdraw.samples.teddy.FindDialog.replaceAndFind(java.awt.event.ActionEvent);javax.swing.text.JTextComponent.getText()
org.jhotdraw.samples.teddy.FindDialog.updateMatcher();javax.swing.text.JTextComponent.getText()
org.jhotdraw.draw.text.FloatingTextArea.setBounds(Rectangle2D.Double,String);javax.swing.text.JTextComponent.setCaretPosition(int)
org.jhotdraw.gui.JLifeFormattedTextField.updateText();javax.swing.text.JTextComponent.setCaretPosition(int)
org.jhotdraw.draw.text.FloatingTextArea.updateWidget();org.jhotdraw.draw.TextHolderFigure.getFont()
org.jhotdraw.draw.text.FloatingTextField.updateWidget();org.jhotdraw.draw.TextHolderFigure.getFont()
org.jhotdraw.draw.action.FontChooserHandler.updateEnabledState();org.jhotdraw.draw.TextHolderFigure.getFont()
org.jhotdraw.draw.text.FloatingTextArea.updateWidget();javax.swing.JTextArea.setFont(Font)
org.jhotdraw.samples.svg.gui.LinkToolBar.createDisclosedComponent(int);javax.swing.JTextArea.setFont(Font)
org.jhotdraw.draw.text.FloatingTextArea.updateWidget();org.jhotdraw.draw.TextHolderFigure.getTextColor()
org.jhotdraw.draw.text.FloatingTextField.updateWidget();org.jhotdraw.draw.TextHolderFigure.getTextColor()
org.jhotdraw.draw.text.FloatingTextArea.updateWidget();org.jhotdraw.draw.TextHolderFigure.getFillColor()
org.jhotdraw.draw.text.FloatingTextField.updateWidget();org.jhotdraw.draw.TextHolderFigure.getFillColor()
org.jhotdraw.gui.JPopupButton.setAction(Action,Rectangle);javax.swing.Action.addPropertyChangeListener(PropertyChangeListener)
org.jhotdraw.app.action.edit.UndoAction.installViewListeners(View);javax.swing.Action.addPropertyChangeListener(PropertyChangeListener)
org.jhotdraw.app.action.edit.RedoAction.installViewListeners(View);javax.swing.Action.addPropertyChangeListener(PropertyChangeListener)
org.jhotdraw.draw.tool.DelegationSelectionTool.showPopupMenu(Figure,Point,Component);javax.swing.Action.getValue(String)
org.jhotdraw.app.action.edit.UndoAction.updateView(View,View);javax.swing.Action.getValue(String)
org.jhotdraw.app.action.edit.RedoAction.updateView(View,View);javax.swing.Action.getValue(String)
org.jhotdraw.gui.plaf.palette.PaletteLazyActionMap.put(Action);javax.swing.Action.getValue(String)
org.jhotdraw.app.action.edit.UndoAction.updateEnabledState();javax.swing.Action.isEnabled()
org.jhotdraw.app.action.edit.RedoAction.updateEnabledState();javax.swing.Action.isEnabled()
org.jhotdraw.gui.JPopupButton.setAction(Action,Rectangle);javax.swing.Action.removePropertyChangeListener(PropertyChangeListener)
org.jhotdraw.app.action.edit.UndoAction.uninstallViewListeners(View);javax.swing.Action.removePropertyChangeListener(PropertyChangeListener)
org.jhotdraw.app.action.edit.RedoAction.uninstallViewListeners(View);javax.swing.Action.removePropertyChangeListener(PropertyChangeListener)
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.Handler.propertyChange(PropertyChangeEvent);javax.swing.JSeparator.setOrientation(int)
org.jhotdraw.gui.JFileURIChooser.getSelectedURI();javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.app.action.file.LoadFileAction.doIt.(Anon_1).optionSelected(SheetEvent);javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.samples.svg.SVGCreateFromFileTool.activate(DrawingEditor);javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.samples.mini.SVGDrawingPanelSample.open(java.awt.event.ActionEvent);javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.samples.mini.SVGDrawingPanelSample.saveAs(java.awt.event.ActionEvent);javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.samples.mini.FileIconsSample.main.(Anon_1).run();javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.draw.tool.ImageTool.activate(DrawingEditor);javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.app.action.AbstractSaveUnsavedChangesAction.saveView.(Anon_2).optionSelected(SheetEvent);javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.app.action.file.SaveFileAction.actionPerformed.(Anon_1).optionSelected(SheetEvent);javax.swing.JFileChooser.getSelectedFile()
org.jhotdraw.gui.JFileURIChooser.setSelectedURI(URI);javax.swing.JFileChooser.setSelectedFile(File)
org.jhotdraw.samples.mini.SVGDrawingPanelSample.open(java.awt.event.ActionEvent);javax.swing.JFileChooser.setSelectedFile(File)
org.jhotdraw.samples.mini.SVGDrawingPanelSample.saveAs(java.awt.event.ActionEvent);javax.swing.JFileChooser.setSelectedFile(File)
org.jhotdraw.draw.action.ImageBevelBorder.ImageBevelBorder(Image,Insets);org.jhotdraw.draw.action.ImageBevelBorder.ImageBevelBorder(Image,Insets,Insets,boolean)
org.jhotdraw.draw.action.ImageBevelBorder.ImageBevelBorder(Image,Insets,Insets);org.jhotdraw.draw.action.ImageBevelBorder.ImageBevelBorder(Image,Insets,Insets,boolean)
org.jhotdraw.gui.plaf.palette.BackdropBorder.getBorderInsets(Component);javax.swing.border.Border.getBorderInsets(Component)
org.jhotdraw.gui.MDIDesktopManager.getScrollPaneInsets();javax.swing.border.Border.getBorderInsets(Component)
org.jhotdraw.gui.plaf.palette.BackdropBorder.isBorderOpaque();javax.swing.border.Border.isBorderOpaque()
org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getBeanDescriptor();org.jhotdraw.samples.draw.DrawingPanelBeanInfo.getBdescriptor()
